booker,game_teams,game_time,log,score,team1,team2,tie,url
Marathonbet,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.66,5.1,3.85,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
Pinnacle,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.66,5.08,3.72,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
Unibet,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.60,4.4,3.5,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
best deal,"Metropolitanos - Trujillanos Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,4:2,1.75,5.1,3.85,https://www.oddsportal.com/soccer/venezuela/primera-division/metropolitanos-trujillanos-UgZCxC9t/
18bet,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,31.00,1.11,5.75,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
1xBet,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,30.00,1.11,7.3,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
Asianodds,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,75.00,1.1,7.1,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
bet-at-home,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,50.00,1.1,6.4,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
Bethard,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,37.75,1.09,5.8,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
bwin,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,41.00,1.09,6.0,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
Coolbet,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,66.00,1.04,8.0,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
Marathonbet,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,28.00,1.09,7.6,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
Unibet,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,56.00,1.08,8.0,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
best deal,IN-PLAY ODDS: Portuguesa - Carabobo Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,75.00,1.11,8.0,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/inplay-odds/
18bet,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,2.25,3.1,3.05,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
1xBet,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,2.26,3.52,3.02,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Asianodds,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,2.41,3.25,3.02,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
bet-at-home,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,2.23,3.02,2.85,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Bethard,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,2.25,3.0,2.95,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
bwin,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,2.25,2.9,3.1,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Coolbet,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,2.35,3.1,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Marathonbet,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,2.20,3.44,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Pinnacle,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,2.41,3.18,3.02,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
Unibet,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,2.23,3.3,2.6,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
best deal,"Portuguesa - Carabobo Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:47 PM,0:1,2.41,3.52,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/portuguesa-carabobo-Spmosh1P/
18bet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,3.05,2.7,2.4,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
1xBet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.44,7.7,4.1,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Asianodds,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.93,2.78,2.39,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
bet-at-home,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,3.10,2.82,2.38,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Bethard,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.38,7.0,3.75,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
bwin,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,3.00,2.7,2.45,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Coolbet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,3.00,2.8,2.4,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Marathonbet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,3.10,2.83,2.44,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
Unibet,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.38,8.0,4.0,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
best deal,IN-PLAY ODDS: Aragua - Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,3.10,8.0,4.1,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/inplay-odds/
18bet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.60,2.65,3.05,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
1xBet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.78,2.7,3.08,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Asianodds,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.85,2.73,3.05,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
bet-at-home,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.55,2.35,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Bethard,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.65,2.6,2.9,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
bwin,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.65,2.65,2.85,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Coolbet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.70,2.65,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Marathonbet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.75,2.67,3.13,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Pinnacle,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.85,2.73,2.91,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
Unibet,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.60,2.4,3.0,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
best deal,"Aragua - Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,2.85,2.73,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/aragua-caracas-QecQXmOB/
18bet,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.26,11.0,4.3,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
1xBet,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.31,10.0,4.76,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
Asianodds,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.26,12.0,4.45,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
bet-at-home,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.26,14.5,4.3,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
Bethard,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.21,13.5,4.5,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
bwin,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.22,14.0,4.5,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
Coolbet,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.25,13.0,4.5,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
Marathonbet,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.28,11.25,4.6,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
Unibet,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.25,13.0,4.6,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
best deal,IN-PLAY ODDS: Zamora - Monagas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,1:0,1.31,14.5,4.76,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/inplay-odds/
18bet,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,0:0,1.82,4.0,3.3,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
1xBet,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,0:0,1.81,4.34,3.64,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Asianodds,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,0:0,1.86,4.56,3.49,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
bet-at-home,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,0:0,1.77,3.96,3.22,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Bethard,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,0:0,1.74,4.2,3.3,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
bwin,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,0:0,1.80,4.0,3.25,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Coolbet,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,0:0,1.82,4.2,3.4,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Marathonbet,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,0:0,1.80,4.4,3.62,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Pinnacle,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,0:0,1.79,4.56,3.49,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
Unibet,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,0:0,1.70,4.2,3.3,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
best deal,"Zamora - Monagas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 21:00",08/14/19 05:47 PM,0:0,1.86,4.56,3.64,https://www.oddsportal.com/soccer/venezuela/primera-division/zamora-monagas-QLSLzjvg/
18bet,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,7.00,10.0,1.14,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
1xBet,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,8.80,12.5,1.14,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Asianodds,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,6.10,14.0,1.13,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Bethard,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,7.25,15.75,1.09,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
bwin,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,7.50,16.5,1.09,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Coolbet,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,6.50,12.5,1.16,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Marathonbet,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,6.70,8.0,1.23,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Pinnacle,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,17.70,1.11,8.32,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
Unibet,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,12.50,13.0,1.08,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
best deal,IN-PLAY ODDS: AC Lala FC - Estudiantes Caracas Soccer Primera Division Betting Odds,"Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,8.80,8.0,8.32,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/inplay-odds/
18bet,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,2.50,2.65,3.25,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
1xBet,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,2.59,2.66,3.38,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Asianodds,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,2.57,2.72,3.35,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
bet-at-home,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,2.42,2.48,3.18,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Bethard,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,2.45,2.55,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
bwin,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,2.50,2.5,3.2,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Coolbet,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,2.50,2.65,3.3,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Marathonbet,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,2.56,2.68,3.4,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Pinnacle,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,2.57,2.68,3.35,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
Unibet,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,2.43,2.48,3.15,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
best deal,"AC Lala FC - Estudiantes Caracas Betting Odds, Soccer - Primera Division","Today, 14 Aug  2019, 20:00",08/14/19 05:53 PM,2:2,2.59,2.72,3.4,https://www.oddsportal.com/soccer/venezuela/primera-division/ac-lala-fc-estudiantes-de-caracas-vVg3I8OO/
